n_delta_Sa_mean_um,n_delta_Sa_max_um,n_delta_Sz_mean_um,n_delta_Sz_max_um,fz_Sa_violation_rate,fz_Sz_violation_rate,fz_delta_Sa_mean_um,fz_delta_Sz_mean_um,scope,lambda_n,lambda_fz
0.01757439155644534,0.10053803737823497,0.04421461895371778,0.16194246373778842,0.0,0.0,0.3349813811581912,1.5816049268743892,final_test_post_freeze,0.4982006940358037,0.0
